Date,Region,Province,Country,Total_Confirmed,Total_Deaths,Total_Recovered
2020-04-07,Bond,Illinois,US,0,3.0,0
2020-04-07,Boone,Illinois,US,0,6.0,0
2020-04-07,Bureau,Illinois,US,0,4.0,0
2020-04-07,Calhoun,Illinois,US,0,1.0,0
2020-04-07,Carroll,Illinois,US,0,4.0,1
2020-04-07,Champaign,Illinois,US,0,64.0,1
2020-04-07,Christian,Illinois,US,0,20.0,3
2020-04-07,Clark,Illinois,US,0,4.0,0
2020-04-07,Clinton,Illinois,US,0,11.0,0
2020-04-07,Cook,Illinois,US,2,9269.0,2249
2020-04-07,Crawford,Illinois,US,0,4.0,0
2020-04-07,Cumberland,Illinois,US,0,1.0,0
2020-04-07,DeKalb,Illinois,US,0,25.0,1
2020-04-07,Douglas,Illinois,US,0,10.0,0
2020-04-07,DuPage,Illinois,US,0,769.0,26
2020-04-07,Effingham,Illinois,US,0,1.0,0
2020-04-07,Fayette,Illinois,US,0,3.0,0
2020-04-07,Ford,Illinois,US,0,4.0,1
2020-04-07,Franklin,Illinois,US,0,2.0,0
2020-04-07,Gallatin,Illinois,US,0,1.0,0
2020-04-07,Grundy,Illinois,US,0,10.0,0
2020-04-07,Henry,Illinois,US,0,13.0,0
2020-04-07,Iroquois,Illinois,US,0,7.0,0
2020-04-07,Jackson,Illinois,US,0,19.0,1
2020-04-07,Jasper,Illinois,US,0,3.0,0
2020-04-07,Jefferson,Illinois,US,0,3.0,0
2020-04-07,Jersey,Illinois,US,0,4.0,0
2020-04-07,Jo Daviess,Illinois,US,0,6.0,0
2020-04-07,Kane,Illinois,US,0,237.0,18
2020-04-07,Kankakee,Illinois,US,0,102.0,5
2020-04-07,Kendall,Illinois,US,0,59.0,2
2020-04-07,Knox,Illinois,US,0,1.0,0
2020-04-07,Lake,Illinois,US,0,903.0,20
2020-04-07,LaSalle,Illinois,US,0,11.0,1
2020-04-07,Lee,Illinois,US,0,3.0,0
2020-04-07,Livingston,Illinois,US,0,10.0,0
2020-04-07,Logan,Illinois,US,0,2.0,0
2020-04-07,Macon,Illinois,US,0,12.0,0
2020-04-07,Macoupin,Illinois,US,0,8.0,0
2020-04-07,Madison,Illinois,US,0,63.0,0
2020-04-07,Marion,Illinois,US,0,3.0,0
2020-04-07,Marshall,Illinois,US,0,1.0,0
2020-04-07,Mason,Illinois,US,0,3.0,0
2020-04-07,Massac,Illinois,US,0,2.0,0
2020-04-07,McHenry,Illinois,US,0,152.0,4
2020-04-07,McLean,Illinois,US,0,55.0,2
2020-04-07,Menard,Illinois,US,0,2.0,0
2020-04-07,Mercer,Illinois,US,0,2.0,0
2020-04-07,Monroe,Illinois,US,0,11.0,1
2020-04-07,Montgomery,Illinois,US,0,2.0,1
2020-04-07,Morgan,Illinois,US,0,7.0,1
2020-04-07,Moultrie,Illinois,US,0,2.0,0
2020-04-07,Ogle,Illinois,US,0,10.0,0
2020-04-07,Peoria,Illinois,US,0,12.0,1
2020-04-07,Piatt,Illinois,US,0,4.0,0
2020-04-07,Pike,Illinois,US,0,1.0,0
2020-04-07,Randolph,Illinois,US,0,29.0,0
2020-04-07,Rock Island,Illinois,US,0,54.0,0
2020-04-07,Saline,Illinois,US,0,1.0,0
2020-04-07,Sangamon,Illinois,US,0,30.0,2
2020-04-07,St. Clair,Illinois,US,0,107.0,2
2020-04-07,Stephenson,Illinois,US,0,6.0,0
2020-04-07,Tazewell,Illinois,US,0,14.0,1
2020-04-08,Adams,Illinois,US,0,1.0,0
2020-04-08,Bond,Illinois,US,0,3.0,0
2020-04-08,Boone,Illinois,US,0,7.0,0
2020-04-08,Bureau,Illinois,US,0,4.0,0
2020-04-08,Calhoun,Illinois,US,0,1.0,0
2020-04-08,Carroll,Illinois,US,0,4.0,1
2020-04-08,Champaign,Illinois,US,0,68.0,1
2020-04-08,Christian,Illinois,US,0,20.0,3
2020-04-08,Clark,Illinois,US,0,3.0,0
2020-04-08,Clinton,Illinois,US,0,13.0,0
2020-04-08,Cook,Illinois,US,2,10208.0,312
2020-04-08,Crawford,Illinois,US,0,4.0,0
2020-04-08,Cumberland,Illinois,US,0,1.0,0
2020-04-08,DeKalb,Illinois,US,0,31.0,1
2020-04-08,Douglas,Illinois,US,0,10.0,0
2020-04-08,DuPage,Illinois,US,0,845.0,30
2020-04-08,Effingham,Illinois,US,0,2.0,0
2020-04-08,Fayette,Illinois,US,0,4.0,0
2020-04-08,Ford,Illinois,US,0,2.0,1
2020-04-08,Franklin,Illinois,US,0,2.0,0
2020-04-08,Gallatin,Illinois,US,0,1.0,0
2020-04-08,Grundy,Illinois,US,0,12.0,0
2020-04-08,Henry,Illinois,US,0,16.0,0
2020-04-08,Iroquois,Illinois,US,0,7.0,0
2020-04-08,Jackson,Illinois,US,0,21.0,1
2020-04-08,Jasper,Illinois,US,0,3.0,0
2020-04-08,Jefferson,Illinois,US,0,2.0,0
2020-04-08,Jersey,Illinois,US,0,5.0,0
2020-04-08,Jo Daviess,Illinois,US,0,8.0,0
2020-04-08,Kane,Illinois,US,0,277.0,19
2020-04-08,Kankakee,Illinois,US,0,140.0,5
2020-04-08,Kendall,Illinois,US,0,77.0,2
2020-04-08,Knox,Illinois,US,0,1.0,0
2020-04-08,Lake,Illinois,US,0,1018.0,23
2020-04-08,LaSalle,Illinois,US,0,16.0,1
2020-04-08,Lee,Illinois,US,0,6.0,0
2020-04-08,Livingston,Illinois,US,0,10.0,0
2020-04-08,Logan,Illinois,US,0,3.0,0
2020-04-08,Macon,Illinois,US,0,12.0,1
2020-04-08,Macoupin,Illinois,US,0,10.0,0
2020-04-08,Madison,Illinois,US,0,80.0,2
2020-04-08,Marion,Illinois,US,0,4.0,0
2020-04-08,Marshall,Illinois,US,0,1.0,0
2020-04-08,Mason,Illinois,US,0,3.0,0
2020-04-08,Massac,Illinois,US,0,2.0,0
2020-04-08,McHenry,Illinois,US,0,175.0,5
2020-04-08,McLean,Illinois,US,0,63.0,2
2020-04-08,Menard,Illinois,US,0,2.0,0
2020-04-08,Mercer,Illinois,US,0,2.0,0
2020-04-08,Monroe,Illinois,US,0,19.0,1
2020-04-08,Montgomery,Illinois,US,0,3.0,1
2020-04-08,Morgan,Illinois,US,0,7.0,1
2020-04-08,Moultrie,Illinois,US,0,2.0,0
2020-04-08,Ogle,Illinois,US,0,12.0,0
2020-04-08,Peoria,Illinois,US,0,15.0,1
2020-04-08,Piatt,Illinois,US,0,4.0,0
2020-04-08,Pike,Illinois,US,0,1.0,0
2020-04-08,Randolph,Illinois,US,0,31.0,0
2020-04-08,Rock Island,Illinois,US,0,67.0,0
2020-04-08,Saline,Illinois,US,0,1.0,0
2020-04-08,Sangamon,Illinois,US,0,31.0,2
2020-04-08,St. Clair,Illinois,US,0,124.0,3
2020-04-08,Stephenson,Illinois,US,0,6.0,0
2020-04-09,Adams,Illinois,US,0,22.0,0
2020-04-09,Bond,Illinois,US,0,4.0,0
2020-04-09,Boone,Illinois,US,0,6.0,1
2020-04-09,Bureau,Illinois,US,0,4.0,0
2020-04-09,Calhoun,Illinois,US,0,1.0,0
2020-04-09,Carroll,Illinois,US,0,4.0,1
2020-04-09,Champaign,Illinois,US,0,71.0,1
2020-04-09,Christian,Illinois,US,0,20.0,3
2020-04-09,Clark,Illinois,US,0,3.0,0
2020-04-09,Clinton,Illinois,US,0,31.0,0
2020-04-09,Cook,Illinois,US,2,11062.0,351
2020-04-09,Crawford,Illinois,US,0,4.0,0
2020-04-09,Cumberland,Illinois,US,0,1.0,0
2020-04-09,DeKalb,Illinois,US,0,31.0,1
2020-04-09,Douglas,Illinois,US,0,11.0,0
2020-04-09,DuPage,Illinois,US,0,907.0,36
2020-04-09,Effingham,Illinois,US,0,2.0,1
2020-04-09,Fayette,Illinois,US,0,7.0,0
2020-04-09,Ford,Illinois,US,0,2.0,1
2020-04-09,Franklin,Illinois,US,0,2.0,0
2020-04-09,Gallatin,Illinois,US,0,1.0,0
2020-04-09,Grundy,Illinois,US,0,13.0,0
2020-04-09,Henry,Illinois,US,0,18.0,0
2020-04-09,Iroquois,Illinois,US,0,7.0,0
2020-04-09,Jackson,Illinois,US,0,25.0,1
2020-04-09,Jasper,Illinois,US,0,3.0,0
2020-04-09,Jefferson,Illinois,US,0,2.0,0
2020-04-09,Jersey,Illinois,US,0,5.0,0
2020-04-09,Jo Daviess,Illinois,US,0,9.0,0
2020-04-09,Kane,Illinois,US,0,298.0,20
2020-04-09,Kankakee,Illinois,US,0,150.0,6
2020-04-09,Kendall,Illinois,US,0,84.0,2
2020-04-09,Knox,Illinois,US,0,1.0,0
2020-04-09,Lake,Illinois,US,0,1097.0,27
2020-04-09,LaSalle,Illinois,US,0,16.0,1
2020-04-09,Lee,Illinois,US,0,9.0,0
2020-04-09,Livingston,Illinois,US,0,14.0,0
2020-04-09,Logan,Illinois,US,0,3.0,0
2020-04-09,Macon,Illinois,US,0,14.0,1
2020-04-09,Macoupin,Illinois,US,0,12.0,0
2020-04-09,Madison,Illinois,US,0,87.0,2
2020-04-09,Marion,Illinois,US,0,10.0,0
2020-04-09,Marshall,Illinois,US,0,1.0,0
2020-04-09,Mason,Illinois,US,0,3.0,0
2020-04-09,Massac,Illinois,US,0,2.0,0
2020-04-09,McHenry,Illinois,US,0,193.0,5
2020-04-09,McLean,Illinois,US,0,67.0,2
2020-04-09,Menard,Illinois,US,0,2.0,0
2020-04-09,Mercer,Illinois,US,0,2.0,0
2020-04-09,Monroe,Illinois,US,0,34.0,1
2020-04-09,Montgomery,Illinois,US,0,5.0,1
2020-04-09,Morgan,Illinois,US,0,9.0,1
2020-04-09,Moultrie,Illinois,US,0,2.0,0
2020-04-09,Ogle,Illinois,US,0,14.0,0
2020-04-09,Peoria,Illinois,US,0,14.0,1
2020-04-09,Piatt,Illinois,US,0,5.0,0
2020-04-09,Pike,Illinois,US,0,1.0,0
2020-04-09,Randolph,Illinois,US,0,34.0,0
2020-04-09,Rock Island,Illinois,US,0,71.0,2
2020-04-09,Saline,Illinois,US,0,3.0,0
2020-04-09,Sangamon,Illinois,US,0,37.0,2
2020-04-09,St. Clair,Illinois,US,0,140.0,4
2020-04-10,Adams,Illinois,US,0,24.0,0
2020-04-10,Bond,Illinois,US,0,4.0,0
2020-04-10,Boone,Illinois,US,0,6.0,1
2020-04-10,Bureau,Illinois,US,0,4.0,0
2020-04-10,Calhoun,Illinois,US,0,1.0,0
2020-04-10,Carroll,Illinois,US,0,4.0,1
2020-04-10,Champaign,Illinois,US,0,78.0,1
2020-04-10,Christian,Illinois,US,0,20.0,3
2020-04-10,Clark,Illinois,US,0,3.0,0
2020-04-10,Clinton,Illinois,US,0,32.0,0
2020-04-10,Cook,Illinois,US,2,12072.0,398
2020-04-10,Crawford,Illinois,US,0,4.0,0
2020-04-10,Cumberland,Illinois,US,0,1.0,0
2020-04-10,DeKalb,Illinois,US,0,31.0,1
2020-04-10,Douglas,Illinois,US,0,11.0,0
2020-04-10,DuPage,Illinois,US,0,966.0,42
2020-04-10,Effingham,Illinois,US,0,2.0,1
2020-04-10,Fayette,Illinois,US,0,7.0,0
2020-04-10,Ford,Illinois,US,0,3.0,1
2020-04-10,Franklin,Illinois,US,0,3.0,0
2020-04-10,Gallatin,Illinois,US,0,1.0,0
2020-04-10,Grundy,Illinois,US,0,15.0,0
2020-04-10,Henry,Illinois,US,0,21.0,0
2020-04-10,Iroquois,Illinois,US,0,7.0,0
2020-04-10,Jackson,Illinois,US,0,26.0,1
2020-04-10,Jasper,Illinois,US,0,3.0,0
2020-04-10,Jefferson,Illinois,US,0,5.0,0
2020-04-10,Jersey,Illinois,US,0,6.0,0
2020-04-10,Jo Daviess,Illinois,US,0,10.0,0
2020-04-10,Kane,Illinois,US,0,317.0,22
2020-04-10,Kankakee,Illinois,US,0,160.0,7
2020-04-10,Kendall,Illinois,US,0,90.0,2
2020-04-10,Knox,Illinois,US,0,1.0,0
2020-04-10,Lake,Illinois,US,0,1199.0,31
2020-04-10,LaSalle,Illinois,US,0,18.0,1
2020-04-10,Lee,Illinois,US,0,12.0,0
2020-04-10,Livingston,Illinois,US,0,14.0,0
2020-04-10,Logan,Illinois,US,0,3.0,0
2020-04-10,Macon,Illinois,US,0,13.0,1
2020-04-10,Macoupin,Illinois,US,0,12.0,0
2020-04-10,Madison,Illinois,US,0,99.0,2
2020-04-10,Marion,Illinois,US,0,12.0,0
2020-04-10,Marshall,Illinois,US,0,1.0,0
2020-04-10,Mason,Illinois,US,0,3.0,0
2020-04-10,Massac,Illinois,US,0,2.0,0
2020-04-10,McHenry,Illinois,US,0,201.0,5
2020-04-10,McLean,Illinois,US,0,73.0,2
2020-04-10,Menard,Illinois,US,0,2.0,0
2020-04-10,Mercer,Illinois,US,0,2.0,0
2020-04-10,Monroe,Illinois,US,0,41.0,1
2020-04-10,Montgomery,Illinois,US,0,7.0,1
2020-04-10,Morgan,Illinois,US,0,9.0,1
2020-04-10,Moultrie,Illinois,US,0,2.0,0
2020-04-10,Ogle,Illinois,US,0,16.0,0
2020-04-10,Peoria,Illinois,US,0,19.0,1
2020-04-10,Piatt,Illinois,US,0,6.0,0
2020-04-10,Pike,Illinois,US,0,1.0,0
2020-04-10,Randolph,Illinois,US,0,35.0,0
2020-04-10,Rock Island,Illinois,US,0,77.0,3
2020-04-10,Saline,Illinois,US,0,3.0,0
2020-04-10,Sangamon,Illinois,US,0,40.0,2
2020-04-11,Adams,Illinois,US,0,25.0,0
2020-04-11,Bond,Illinois,US,0,4.0,0
2020-04-11,Boone,Illinois,US,0,6.0,1
2020-04-11,Bureau,Illinois,US,0,5.0,0
2020-04-11,Calhoun,Illinois,US,0,1.0,0
2020-04-11,Carroll,Illinois,US,0,4.0,1
2020-04-11,Champaign,Illinois,US,0,83.0,2
2020-04-11,Christian,Illinois,US,0,21.0,3
2020-04-11,Clark,Illinois,US,0,3.0,0
2020-04-11,Clinton,Illinois,US,0,37.0,0
2020-04-11,Cook,Illinois,US,2,12962.0,453
2020-04-11,Crawford,Illinois,US,0,4.0,0
2020-04-11,Cumberland,Illinois,US,0,1.0,0
2020-04-11,DeKalb,Illinois,US,0,32.0,1
2020-04-11,Douglas,Illinois,US,0,11.0,0
2020-04-11,DuPage,Illinois,US,0,1000.0,48
2020-04-11,Effingham,Illinois,US,0,2.0,1
2020-04-11,Fayette,Illinois,US,0,9.0,0
2020-04-11,Ford,Illinois,US,0,3.0,1
2020-04-11,Franklin,Illinois,US,0,3.0,0
2020-04-11,Gallatin,Illinois,US,0,1.0,0
2020-04-11,Grundy,Illinois,US,0,17.0,0
2020-04-11,Henry,Illinois,US,0,22.0,0
2020-04-11,Iroquois,Illinois,US,0,8.0,0
2020-04-11,Jackson,Illinois,US,0,28.0,2
2020-04-11,Jasper,Illinois,US,0,3.0,0
2020-04-11,Jefferson,Illinois,US,0,6.0,0
2020-04-11,Jersey,Illinois,US,0,6.0,0
2020-04-11,Jo Daviess,Illinois,US,0,10.0,0
2020-04-11,Kane,Illinois,US,0,354.0,22
2020-04-11,Kankakee,Illinois,US,0,176.0,9
2020-04-11,Kendall,Illinois,US,0,101.0,2
2020-04-11,Knox,Illinois,US,0,2.0,0
2020-04-11,Lake,Illinois,US,0,1292.0,39
2020-04-11,LaSalle,Illinois,US,0,17.0,1
2020-04-11,Lee,Illinois,US,0,12.0,0
2020-04-11,Livingston,Illinois,US,0,15.0,0
2020-04-11,Logan,Illinois,US,0,3.0,0
2020-04-11,Macon,Illinois,US,0,22.0,1
2020-04-11,Macoupin,Illinois,US,0,14.0,0
2020-04-11,Madison,Illinois,US,0,101.0,2
2020-04-11,Marion,Illinois,US,0,13.0,0
2020-04-11,Marshall,Illinois,US,0,1.0,0
2020-04-11,Mason,Illinois,US,0,3.0,0
2020-04-11,Massac,Illinois,US,0,2.0,0
2020-04-11,McHenry,Illinois,US,0,214.0,6
2020-04-11,McLean,Illinois,US,0,73.0,2
2020-04-11,Menard,Illinois,US,0,2.0,0
2020-04-11,Mercer,Illinois,US,0,2.0,0
2020-04-11,Monroe,Illinois,US,0,42.0,1
2020-04-11,Montgomery,Illinois,US,0,7.0,1
2020-04-11,Morgan,Illinois,US,0,9.0,1
2020-04-11,Moultrie,Illinois,US,0,3.0,0
2020-04-11,Ogle,Illinois,US,0,16.0,0
2020-04-11,Peoria,Illinois,US,0,22.0,1
2020-04-11,Piatt,Illinois,US,0,6.0,0
2020-04-11,Pike,Illinois,US,0,1.0,0
2020-04-11,Randolph,Illinois,US,0,37.0,0
2020-04-11,Rock Island,Illinois,US,0,81.0,3
2020-04-11,Saline,Illinois,US,0,3.0,0
2020-04-12,Adams,Illinois,US,0,25.0,0
2020-04-12,Bond,Illinois,US,0,4.0,0
2020-04-12,Boone,Illinois,US,0,6.0,1
2020-04-12,Bureau,Illinois,US,0,5.0,0
2020-04-12,Calhoun,Illinois,US,0,1.0,0
2020-04-12,Carroll,Illinois,US,0,4.0,1
2020-04-12,Champaign,Illinois,US,0,83.0,2
2020-04-12,Christian,Illinois,US,0,21.0,3
2020-04-12,Clark,Illinois,US,0,3.0,0
2020-04-12,Clinton,Illinois,US,0,37.0,0
2020-04-12,Cook,Illinois,US,2,12962.0,453
2020-04-12,Crawford,Illinois,US,0,4.0,0
2020-04-12,Cumberland,Illinois,US,0,1.0,0
2020-04-12,DeKalb,Illinois,US,0,32.0,1
2020-04-12,Douglas,Illinois,US,0,11.0,0
2020-04-12,DuPage,Illinois,US,0,1000.0,48
2020-04-12,Effingham,Illinois,US,0,2.0,1
2020-04-12,Fayette,Illinois,US,0,9.0,0
2020-04-12,Ford,Illinois,US,0,3.0,1
2020-04-12,Franklin,Illinois,US,0,3.0,0
2020-04-12,Gallatin,Illinois,US,0,1.0,0
2020-04-12,Grundy,Illinois,US,0,17.0,0
2020-04-12,Henry,Illinois,US,0,22.0,0
2020-04-12,Iroquois,Illinois,US,0,8.0,0
2020-04-12,Jackson,Illinois,US,0,28.0,2
2020-04-12,Jasper,Illinois,US,0,3.0,0
2020-04-12,Jefferson,Illinois,US,0,6.0,0
2020-04-12,Jersey,Illinois,US,0,6.0,0
2020-04-12,Jo Daviess,Illinois,US,0,10.0,0
2020-04-12,Kane,Illinois,US,0,354.0,22
2020-04-12,Kankakee,Illinois,US,0,176.0,9
2020-04-12,Kendall,Illinois,US,0,101.0,2
2020-04-12,Knox,Illinois,US,0,2.0,0
2020-04-12,Lake,Illinois,US,0,1292.0,39
2020-04-12,LaSalle,Illinois,US,0,17.0,1
2020-04-12,Lee,Illinois,US,0,12.0,0
2020-04-12,Livingston,Illinois,US,0,15.0,0
2020-04-12,Logan,Illinois,US,0,3.0,0
2020-04-12,Macon,Illinois,US,0,22.0,1
2020-04-12,Macoupin,Illinois,US,0,14.0,0
2020-04-12,Madison,Illinois,US,0,101.0,2
2020-04-12,Marion,Illinois,US,0,13.0,0
2020-04-12,Marshall,Illinois,US,0,1.0,0
2020-04-12,Mason,Illinois,US,0,3.0,0
2020-04-12,Massac,Illinois,US,0,2.0,0
2020-04-12,McHenry,Illinois,US,0,214.0,6
2020-04-12,McLean,Illinois,US,0,73.0,2
2020-04-12,Menard,Illinois,US,0,2.0,0
2020-04-12,Mercer,Illinois,US,0,2.0,0
2020-04-12,Monroe,Illinois,US,0,42.0,1
2020-04-12,Montgomery,Illinois,US,0,7.0,1
2020-04-12,Morgan,Illinois,US,0,9.0,1
2020-04-12,Moultrie,Illinois,US,0,3.0,0
2020-04-12,Ogle,Illinois,US,0,16.0,0
2020-04-12,Peoria,Illinois,US,0,22.0,1
2020-04-12,Piatt,Illinois,US,0,6.0,0
2020-04-12,Pike,Illinois,US,0,1.0,0
2020-04-12,Randolph,Illinois,US,0,37.0,0
2020-04-12,Rock Island,Illinois,US,0,81.0,3
2020-04-12,Saline,Illinois,US,0,3.0,0
2020-04-13,Adams,Illinois,US,0,26.0,0
2020-04-13,Bond,Illinois,US,0,4.0,0
2020-04-13,Boone,Illinois,US,0,12.0,1
2020-04-13,Bureau,Illinois,US,0,6.0,0
2020-04-13,Calhoun,Illinois,US,0,1.0,0
2020-04-13,Carroll,Illinois,US,0,4.0,1
2020-04-13,Champaign,Illinois,US,0,85.0,2
2020-04-13,Christian,Illinois,US,0,21.0,3
2020-04-13,Clark,Illinois,US,0,4.0,0
2020-04-13,Clinton,Illinois,US,0,38.0,0
2020-04-13,Cook,Illinois,US,2,14929.0,543
2020-04-13,Crawford,Illinois,US,0,4.0,0
2020-04-13,Cumberland,Illinois,US,0,2.0,0
2020-04-13,DeKalb,Illinois,US,0,33.0,1
2020-04-13,Douglas,Illinois,US,0,11.0,0
2020-04-13,DuPage,Illinois,US,0,1167.0,56
2020-04-13,Effingham,Illinois,US,0,2.0,1
2020-04-13,Fayette,Illinois,US,0,10.0,1
2020-04-13,Ford,Illinois,US,0,3.0,1
2020-04-13,Franklin,Illinois,US,0,4.0,0
2020-04-13,Gallatin,Illinois,US,0,1.0,0
2020-04-13,Grundy,Illinois,US,0,21.0,0
2020-04-13,Henry,Illinois,US,0,23.0,0
2020-04-13,Iroquois,Illinois,US,0,9.0,0
2020-04-13,Jackson,Illinois,US,0,31.0,2
2020-04-13,Jasper,Illinois,US,0,2.0,1
2020-04-13,Jefferson,Illinois,US,0,8.0,0
2020-04-13,Jersey,Illinois,US,0,6.0,0
2020-04-13,Jo Daviess,Illinois,US,0,11.0,0
2020-04-13,Kane,Illinois,US,0,397.0,24
2020-04-13,Kankakee,Illinois,US,0,201.0,9
2020-04-13,Kendall,Illinois,US,0,112.0,2
2020-04-13,Knox,Illinois,US,0,2.0,0
2020-04-13,Lake,Illinois,US,0,1471.0,45
2020-04-13,LaSalle,Illinois,US,0,20.0,1
2020-04-13,Lee,Illinois,US,0,14.0,0
2020-04-13,Livingston,Illinois,US,0,17.0,0
2020-04-13,Logan,Illinois,US,0,4.0,0
2020-04-13,Macon,Illinois,US,0,41.0,1
2020-04-13,Macoupin,Illinois,US,0,16.0,0
2020-04-13,Madison,Illinois,US,0,113.0,2
2020-04-13,Marion,Illinois,US,0,13.0,0
2020-04-13,Marshall,Illinois,US,0,1.0,0
2020-04-13,Mason,Illinois,US,0,3.0,0
2020-04-13,Massac,Illinois,US,0,2.0,0
2020-04-13,McHenry,Illinois,US,0,238.0,7
2020-04-13,McLean,Illinois,US,0,77.0,2
2020-04-13,Menard,Illinois,US,0,2.0,0
2020-04-13,Mercer,Illinois,US,0,2.0,0
2020-04-13,Monroe,Illinois,US,0,45.0,1
2020-04-13,Montgomery,Illinois,US,0,8.0,1
2020-04-13,Morgan,Illinois,US,0,9.0,1
2020-04-13,Moultrie,Illinois,US,0,2.0,0
2020-04-13,Ogle,Illinois,US,0,26.0,0
2020-04-13,Peoria,Illinois,US,0,29.0,1
2020-04-13,Piatt,Illinois,US,0,6.0,0
2020-04-13,Pike,Illinois,US,0,1.0,0
2020-04-13,Randolph,Illinois,US,0,41.0,0
2020-04-13,Rock Island,Illinois,US,0,102.0,3
2020-04-14,Adams,Illinois,US,0,27.0,0
2020-04-14,Bond,Illinois,US,0,4.0,0
2020-04-14,Boone,Illinois,US,0,12.0,1
2020-04-14,Bureau,Illinois,US,0,6.0,0
2020-04-14,Calhoun,Illinois,US,0,1.0,0
2020-04-14,Carroll,Illinois,US,0,4.0,1
2020-04-14,Champaign,Illinois,US,0,86.0,2
2020-04-14,Christian,Illinois,US,0,21.0,3
2020-04-14,Clark,Illinois,US,0,4.0,0
2020-04-14,Clinton,Illinois,US,0,38.0,0
2020-04-14,Cook,Illinois,US,2,15744.0,577
2020-04-14,Crawford,Illinois,US,0,4.0,0
2020-04-14,Cumberland,Illinois,US,0,2.0,0
2020-04-14,DeKalb,Illinois,US,0,34.0,1
2020-04-14,Douglas,Illinois,US,0,11.0,0
2020-04-14,DuPage,Illinois,US,0,1251.0,61
2020-04-14,Effingham,Illinois,US,0,2.0,1
2020-04-14,Fayette,Illinois,US,0,11.0,1
2020-04-14,Ford,Illinois,US,0,3.0,1
2020-04-14,Franklin,Illinois,US,0,4.0,0
2020-04-14,Gallatin,Illinois,US,0,2.0,0
2020-04-14,Grundy,Illinois,US,0,24.0,0
2020-04-14,Henry,Illinois,US,0,23.0,0
2020-04-14,Iroquois,Illinois,US,0,9.0,0
2020-04-14,Jackson,Illinois,US,0,32.0,3
2020-04-14,Jasper,Illinois,US,0,2.0,1
2020-04-14,Jefferson,Illinois,US,0,8.0,0
2020-04-14,Jersey,Illinois,US,0,6.0,0
2020-04-14,Jo Daviess,Illinois,US,0,11.0,0
2020-04-14,Kane,Illinois,US,0,424.0,24
2020-04-14,Kankakee,Illinois,US,0,210.0,10
2020-04-14,Kendall,Illinois,US,0,112.0,2
2020-04-14,Knox,Illinois,US,0,2.0,0
2020-04-14,Lake,Illinois,US,0,1563.0,58
2020-04-14,LaSalle,Illinois,US,0,22.0,1
2020-04-14,Lee,Illinois,US,0,13.0,0
2020-04-14,Livingston,Illinois,US,0,17.0,0
2020-04-14,Logan,Illinois,US,0,4.0,0
2020-04-14,Macon,Illinois,US,0,44.0,1
2020-04-14,Macoupin,Illinois,US,0,16.0,0
2020-04-14,Madison,Illinois,US,0,126.0,2
2020-04-14,Marion,Illinois,US,0,14.0,0
2020-04-14,Marshall,Illinois,US,0,2.0,0
2020-04-14,Mason,Illinois,US,0,3.0,0
2020-04-14,Massac,Illinois,US,0,3.0,0
2020-04-14,McHenry,Illinois,US,0,249.0,8
2020-04-14,McLean,Illinois,US,0,79.0,2
2020-04-14,Menard,Illinois,US,0,2.0,0
2020-04-14,Mercer,Illinois,US,0,3.0,0
2020-04-14,Monroe,Illinois,US,0,44.0,3
2020-04-14,Montgomery,Illinois,US,0,8.0,1
2020-04-14,Morgan,Illinois,US,0,10.0,1
2020-04-14,Moultrie,Illinois,US,0,2.0,0
2020-04-14,Ogle,Illinois,US,0,26.0,0
2020-04-14,Peoria,Illinois,US,0,30.0,1
2020-04-14,Piatt,Illinois,US,0,6.0,0
2020-04-14,Pike,Illinois,US,0,1.0,0
2020-04-14,Randolph,Illinois,US,0,41.0,0
2020-03-29,Androscoggin,Maine,US,8,0.0,3
2020-03-29,Aroostook,Maine,US,0,0.0,0
2020-03-29,Cumberland,Maine,US,142,3.0,23
2020-03-29,Franklin,Maine,US,2,0.0,0
2020-03-29,Hancock,Maine,US,0,0.0,0
2020-03-29,Kennebec,Maine,US,10,0.0,2
2020-03-29,Knox,Maine,US,4,0.0,0
2020-03-29,Lincoln,Maine,US,5,0.0,2
2020-03-29,Oxford,Maine,US,9,0.0,2
2020-03-29,Penobscot,Maine,US,11,0.0,5
2020-03-29,Somerset,Maine,US,1,0.0,0
2020-03-30,Androscoggin,Maine,US,8,2.0,3
2020-03-30,Aroostook,Maine,US,0,0.0,0
2020-03-30,Cumberland,Maine,US,154,29.0,23
2020-03-30,Franklin,Maine,US,2,0.0,0
2020-03-30,Hancock,Maine,US,0,0.0,0
2020-03-30,Kennebec,Maine,US,10,2.0,2
2020-03-30,Knox,Maine,US,4,1.0,0
2020-03-30,Lincoln,Maine,US,8,0.0,2
2020-03-30,Oxford,Maine,US,9,0.0,2
2020-03-30,Penobscot,Maine,US,12,2.0,5
2020-03-30,Somerset,Maine,US,1,0.0,0
2020-03-31,Androscoggin,Maine,US,11,3.0,3
2020-03-31,Aroostook,Maine,US,0,0.0,0
2020-03-31,Cumberland,Maine,US,169,30.0,37
2020-03-31,Franklin,Maine,US,2,0.0,0
2020-03-31,Hancock,Maine,US,0,0.0,0
2020-03-31,Kennebec,Maine,US,12,4.0,3
2020-03-31,Knox,Maine,US,5,1.0,1
2020-03-31,Lincoln,Maine,US,8,0.0,2
2020-03-31,Oxford,Maine,US,9,0.0,3
2020-03-31,Penobscot,Maine,US,12,2.0,6
